0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
,,,,,,,,,,,,,,,,,,,,,,,p,u,r,",",r,a,i,g,a,n,j,",",a,s,a,n,s,o,l,",",s,i,l,i,g,u,r,i,",",r,a,i,g,a,n,j,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,s,a,n,s,o,l,","
,,,,,,,,,,,,,,,,,,,h,o,w,r,a,h,",",p,a,n,i,h,a,t,i,",",h,a,l,d,i,a,",",m,i,d,n,a,p,o,r,e,",",k,a,m,a,r,h,a,t
,,,,,,,,,i,a,",",m,a,l,d,a,",",b,a,r,d,h,a,m,a,n,",",s,e,r,a,m,p,o,r,e,",",b,a,r,a,n,a,g,a,r,",",r,a,i,g,a,n,j,",",n,o,r,t
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,a,n,i,h,a,t,i,",",a,s,a,n,s,o,l,",",k,o,l,k,a,t,a,",",m,a,l,d,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,",",m,a,l,d,a,",",d,u,r,g,a,p,u,r,",",k,u,l,t,i,",",c,h,i,n,s,u,r,a,h,",",n,a,i,h,a,t,i,",",g,o,p,a,l
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,h,i,n,s,u,r,a,h,",",s,e,r,a,m,p,o,r,e,",",m,i
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,n,i,h,a,t,i,",",d,u,r,g,a,p,u,r,",",b,e,r,h,a,m,p,o,r,e,",",h,a
,,,,,,,,,,,,t,",",b,i,d,h,a,n,n,a,g,a,r,",",b,a,r,a,s,a,t,",",b,a,r,a,n,a,g,a,r,",",b,i,d,h,a,n,n,a,g,a,r,",",p,a,n,i
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,m,a,d,h,y,a,m,g,r,a,m,",",k,h,a,r,a,g,p,u,r,",",h,a,l,d,i,a,",",r,a,i,g,a,n,j,",",b,a,r,a,n,a,g,a,r,","
,,,,,,,,,,,,,,,,,,,,,,,,d,i,a,",",a,s,a,n,s,o,l,",",b,a,r,a,s,a,t,",",m,i,d,n,a,p,o,r,e,",",n,a,i,h,a,t
,,,,,,,,,,,,,,,,,,,,,,,p,o,r,e,",",m,a,l,d,a,",",b,a,l,l,y,",",m,a,d,h,y,a,m,g,r,a,m,",",s,i,l,i,g,u,r,i
,,,,,,,,,,,,,,,,,,,,,,r,a,n,a,g,a,r,",",b,i,d,h,a,n,n,a,g,a,r,",",r,a,j,p,u,r, ,s,o,n,a,r,p,u,r,",",k,u
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,i,d
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,a,t,p,a,r,a,",",m,a,d,h,y,a,m,g,r,a,m,",",k,o,l,k,a,t,a,",",h,a,l,d,i,a,","
,,,,,,,,,,,,,,,,,,,,,,,,,,r, ,s,o,n,a,r,p,u,r,",",n,o,r,t,h, ,d,u,m, ,d,u,m,",",g,o,p,a,l,p,u,r,","
,,,,,,,,,,,,,,,,,,,,,,,,a,n,a,g,a,r,",",c,h,i,n,s,u,r,a,h,",",b,a,r,a,n,a,g,a,r,",",s,e,r,a,m,p,o,r,e
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,s,a,t,",",h,a,l,d,i,a,",",b,e,r,h,a,m,p,o,r,e,",",s,e,r,a,m,p,o,r,e
,,,,,,,,a,n,i,h,a,t,i,",",n,o,r,t,h, ,d,u,m, ,d,u,m,",",b,h,a,t,p,a,r,a,",",n,a,i,h,a,t,i,",",b,a,r,a,n,a,g,a,r,",",b,a,l
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,o,r,t,h, ,d,u,m, ,d,u,m,",",k,a,m,a,r,h,a,t,i,",",k,u,l,t,i,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,o,l,k,a,t,a,",",m,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,a,j,p,u,r, ,s,o,n,a,r,p,u,r,",",r,a,j,p,u,r, ,s,o,n,a,r,p
,,,,,,,,,,,,,,,,,,,,,,,,,,k,a,m,a,r,h,a,t,i,",",g,o,p,a,l,p,u,r,",",s,o,u,t,h, ,d,u,m, ,d,u,m,",",r
,,,,,,,,,m,p,o,r,e,",",h,o,w,r,a,h,",",u,l,u,b,e,r,i,a,",",h,a,l,d,i,a,",",k,h,a,r,a,g,p,u,r,",",b,a,r,d,h,a,m,a,n,",",m,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,i,d,h,a,n,n,a,g,a,r,",",r,a,i,g,a,n,j,",",b,a,r,d,h,a,m,a,n,",",b
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,e,r,a,m,p,o,r,e,",",p,a,n,i,h,a,t
,,,,,,,,,,,,,,,n,s,u,r,a,h,",",m,a,d,h,y,a,m,g,r,a,m,",",d,u,r,g,a,p,u,r,",",k,o,l,k,a,t,a,",",m,i,d,n,a,p,o,r,e
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,n,i,h,a,t,i,",",b,a,r,a,s,a,t,",",s,e,r,a,m,p,o,r,e,",",b,a,r,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,i,l,i,g,u,r,i,",",c,h,i,n,s,u,r,a,h,",",s,e,r,a,m,p,o,r,e,",",r,a,i
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,a,m,a,r,h,a,t,i,",",d
,,,,,,,,,,,,,,,m,",",d,u,r,g,a,p,u,r,",",m,a,d,h,y,a,m,g,r,a,m,",",g,o,p,a,l,p,u,r,",",r,a,i,g,a,n,j,",",h,o,w,r,a
,,,,,,,,,,,,,,,,,,,,c,h,i,n,s,u,r,a,h,",",m,i,d,n,a,p,o,r,e,",",h,a,l,d,i,a,",",b,h,a,t,p,a,r,a,",",b,a,r,d
,,,,,,,,,,,,,,r,i,a,",",k,u,l,t,i,",",m,i,d,n,a,p,o,r,e,",",g,o,p,a,l,p,u,r,",",b,a,r,d,h,a,m,a,n,",",n,a,i,h,a,t,i
,,,,,,,,,,,,,,,,,,,,n,a,i,h,a,t,i,",",h,a,l,d,i,a,",",b,h,a,t,p,a,r,a,",",m,a,l,d,a,",",n,o,r,t,h, ,d,u,m, 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,u,r,g,a,p,u,r,",",b,a,l,l,y,",",g,o,p,a,l,p,u,r,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,o,u,t,h, ,d,u,m, ,d,u,m,",",d,u,r,g,a,p,u,r,",",s,o,u,t,h
,,,,,p,u,r,",",g,o,p,a,l,p,u,r,",",b,e,r,h,a,m,p,o,r,e,",",m,a,d,h,y,a,m,g,r,a,m,",",n,o,r,t,h, ,d,u,m, ,d,u,m,",",m,a,h,e,s
,,,,,,,,,,a,h,",",m,a,h,e,s,h,t,a,l,a,",",m,a,h,e,s,h,t,a,l,a,",",s,e,r,a,m,p,o,r,e,",",r,a,i,g,a,n,j,",",a,s,a,n,s,o,l
,,",",n,o,r,t,h, ,d,u,m, ,d,u,m,",",s,o,u,t,h, ,d,u,m, ,d,u,m,",",a,s,a,n,s,o,l,",",b,h,a,t,p,a,r,a,",",h,o,w,r,a,h,",",b,a,r,a,s
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,k,u,l,t,i,",",b,a,r,a,n,a,g,a,r,",",m,a,l,d,a,",",k,a,m,a,r,h,a,t,i,",",d,u,r,g,a,p,u,r,",",n,o,r,t,h, 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,e,r,a,m,p,o,r,e,",",b,h,a,t
,,,,,,,,,,,,,a,",",r,a,i,g,a,n,j,",",k,h,a,r,a,g,p,u,r,",",n,o,r,t,h, ,d,u,m, ,d,u,m,",",g,o,p,a,l,p,u,r,",",k,o,l,k
,,,,,,,,,,,,l,i,g,u,r,i,",",g,o,p,a,l,p,u,r,",",m,i,d,n,a,p,o,r,e,",",c,h,i,n,s,u,r,a,h,",",s,i,l,i,g,u,r,i,",",r,a,j
,,,,,,,,,,,,,,,,,,,,,,,d,u,r,g,a,p,u,r,",",k,u,l,t,i,",",b,h,a,t,p,a,r,a,",",s,o,u,t,h, ,d,u,m, ,d,u,m
,,,,,,,l,d,i,a,",",p,a,n,i,h,a,t,i,",",b,h,a,t,p,a,r,a,",",u,l,u,b,e,r,i,a,",",b,e,r,h,a,m,p,o,r,e,",",k,a,m,a,r,h,a,t,i,","
,i,h,a,t,i,",",n,a,i,h,a,t,i,",",b,i,d,h,a,n,n,a,g,a,r,",",k,o,l,k,a,t,a,",",n,o,r,t,h, ,d,u,m, ,d,u,m,",",k,u,l,t,i,",",h,o,w,r,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,a,d,h,y,a,m,g,r,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,h,a,r,a,g,p,u,r,",",b,a,l,l,y
,,,,,,,,,,,,,,,,,,r,a,h,",",b,a,r,d,h,a,m,a,n,",",d,u,r,g,a,p,u,r,",",r,a,i,g,a,n,j,",",m,a,d,h,y,a,m,g,r,a,m
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,o,u,t,h, ,d
,,,,,,,,,,,,,,,,,,,a,m,a,n,",",k,h,a,r,a,g,p,u,r,",",b,a,r,d,h,a,m,a,n,",",b,h,a,t,p,a,r,a,",",k,o,l,k,a,t,a
,,,,,,,,,,,,,,,,,,,,,,,,,a,",",m,i,d,n,a,p,o,r,e,",",a,s,a,n,s,o,l,",",b,e,r,h,a,m,p,o,r,e,",",u,l,u,b
,,,,,,,,,,,,,,,,,,a,l,p,u,r,",",k,a,m,a,r,h,a,t,i,",",b,a,r,a,n,a,g,a,r,",",m,a,l,d,a,",",k,a,m,a,r,h,a,t,i,","
,,,,,,,,,,,,,,,,,,,,,n,a,i,h,a,t,i,",",p,a,n,i,h,a,t,i,",",m,a,l,d,a,",",d,u,r,g,a,p,u,r,",",h,a,l,d,i,a,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,e,r,a,m,p,o,r,e,",",m,a,h
,,,,,,,,,r,a,",",m,i,d,n,a,p,o,r,e,",",d,u,r,g,a,p,u,r,",",k,u,l,t,i,",",m,a,h,e,s,h,t,a,l,a,",",b,a,l,l,y,",",m,a,l,d,a,","
,,,,,,,,,,,c,h,i,n,s,u,r,a,h,",",b,a,r,d,h,a,m,a,n,",",h,o,w,r,a,h,",",n,o,r,t,h, ,d,u,m, ,d,u,m,",",m,i,d,n,a,p,o,r
,,,,,l,i,g,u,r,i,",",u,l,u,b,e,r,i,a,",",s,i,l,i,g,u,r,i,",",u,l,u,b,e,r,i,a,",",m,i,d,n,a,p,o,r,e,",",g,o,p,a,l,p,u,r,",",b,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,a,t,a,",",k,h,a,r,a,g,p,u,r,",",b,a,l,l,y,",",s,e,r,a,m,p,o,r,e,",",p
,,k,a,t,a,",",a,s,a,n,s,o,l,",",b,a,r,a,s,a,t,",",b,i,d,h,a,n,n,a,g,a,r,",",n,o,r,t,h, ,d,u,m, ,d,u,m,",",s,o,u,t,h, ,d,u,m, ,d
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,h,a,r,a,g,p,u,r,",",c,h,i,n,s,u,r,a,h,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,l,u,b,e,r,i,a,",",a,s,a,n,s,o,l,",",c,h,i,n,s,u,r,a,h,",",b,a
,,,,,,,,,,,,,,,,,,,,h,a,t,p,a,r,a,",",b,a,l,l,y,",",u,l,u,b,e,r,i,a,",",p,a,n,i,h,a,t,i,",",u,l,u,b,e,r,i,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,a,r,d,h,a,m,a,n,",",u,l,u,b,e,r,i,a,",",m,i,d,n,a,p,o,r,e,","
,,,,,,,,,,,,,,,,,,,,,,b,i,d,h,a,n,n,a,g,a,r,",",k,u,l,t,i,",",p,a,n,i,h,a,t,i,",",m,i,d,n,a,p,o,r,e,",",d
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,a,l
,,,,,,,,,,,,,,,a,",",r,a,j,p,u,r, ,s,o,n,a,r,p,u,r,",",b,e,r,h,a,m,p,o,r,e,",",k,u,l,t,i,",",h,o,w,r,a,h,",",g,o,p
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,e,r,h,a,m,p,o,r,e,",",n,o,r
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,a,i,g,a,n,j,","
,,,,,,,,,,,,,,,,,m,a,h,e,s,h,t,a,l,a,",",m,a,h,e,s,h,t,a,l,a,",",c,h,i,n,s,u,r,a,h,",",n,o,r,t,h, ,d,u,m, ,d
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,a,l,l,y
,,,,,,,,,,,,,,,,,,,,,,,,h, ,d,u,m, ,d,u,m,",",b,a,r,a,s,a,t,",",b,e,r,h,a,m,p,o,r,e,",",k,a,m,a,r,h,a
,,,,,,,,,,,,,,,,,,,,b,a,r,a,n,a,g,a,r,",",b,i,d,h,a,n,n,a,g,a,r,",",b,i,d,h,a,n,n,a,g,a,r,",",p,a,n,i,h,a
,,,,,,,,,,,,,,,,,,,,,,,b,h,a,t,p,a,r,a,",",r,a,j,p,u,r, ,s,o,n,a,r,p,u,r,",",b,h,a,t,p,a,r,a,",",m,a,h
,,,,,,,,,,,,,,,,,,,,,,,,,,,b,h,a,t,p,a,r,a,",",b,i,d,h,a,n,n,a,g,a,r,",",p,a,n,i,h,a,t,i,",",m,i,d
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,a,d,h,y,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,a,d,h,y,a,m,g,r,a,m,",",b,i,d,h,a,n,n,a,g,a,r,","
,,p,o,r,e,",",s,i,l,i,g,u,r,i,",",b,h,a,t,p,a,r,a,",",k,a,m,a,r,h,a,t,i,",",d,u,r,g,a,p,u,r,",",k,o,l,k,a,t,a,",",m,a,h,e,s,h,t,a
,p,o,r,e,",",h,a,l,d,i,a,",",s,e,r,a,m,p,o,r,e,",",k,a,m,a,r,h,a,t,i,",",n,a,i,h,a,t,i,",",s,i,l,i,g,u,r,i,",",b,i,d,h,a,n,n,a,g,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,o,w,r,a,h,",",s,e,r,a,m,p,o,r,e,",",s,o,u,t,h, ,d,u,m, ,d,u,m,",",u
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,e,r,a,m,p,o,r,e,",",k,u
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,h,i,n,s,u,r,a,h,",",n,o,r,t,h, ,d,u,m, ,d,u,m,",",b,a,r,a,n,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,i,d,h,a,n,n,a,g
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,a,l,d,a,",",c,h,i
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,o,u,t,h, ,d,u,m, ,d,u,m,",",h,a,l
,,,,,,,,,,,,,,,,,,,,,,,,,,,n,a,i,h,a,t,i,",",p,a,n,i,h,a,t,i,",",b,a,r,a,s,a,t,",",b,a,r,d,h,a,m,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,n,a,i,h,a,t,i,",",d,u,r,g,a,p,u,r,",",m,a,h,e,s,h,t,a,l,a,",",b,a,r,a,n,a,g,a,r,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,o,r,t,h, ,d,u,m, ,d,u,m,",",c,h,i,n,s,u,r,a,h,",",b,a,r
,,,,,,,,,,,,,,,h,a,t,p,a,r,a,",",k,u,l,t,i,",",b,a,l,l,y,",",a,s,a,n,s,o,l,",",m,a,l,d,a,",",r,a,j,p,u,r, ,s,o,n,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,i,d,n,a,p,o,r,e,",",b,i,d,h,a,n,n,a,g,a,r,",",b,h,a,t,p,a,r,a,","
,,,,,,,,,,,,,,,,,,,,,,,u,m,",",k,u,l,t,i,",",b,a,r,d,h,a,m,a,n,",",b,a,l,l,y,",",s,o,u,t,h, ,d,u,m, ,d,u
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,a,l,d,i,a,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,i,l,i,g,u,r,i,",",m,i,d,n,a,p,o,r,e,",",d,u
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,a,r,a,s,a,t,",",m,i,d,n,a,p,o,r,e,",",m,a,l,d,a,",",m,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,e,r,h,a,m,p,o,r,e,",",s,o,u,t,h
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,a,l,d,i,a,",",m,a,l,d,a,",",m,a,d,h,y,a
,,,,,,,,r,h,a,t,i,",",a,s,a,n,s,o,l,",",k,a,m,a,r,h,a,t,i,",",s,e,r,a,m,p,o,r,e,",",m,a,h,e,s,h,t,a,l,a,",",r,a,j,p,u,r, 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,a,h,e,s,h
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,e,r,h,a,m,p,o,r,e,",",s,e,r,a,m,p,o,r,e,",",h,o,w,r,a,h,",",s,i
,,,,,,,,,a,p,o,r,e,",",b,h,a,t,p,a,r,a,",",m,a,h,e,s,h,t,a,l,a,",",k,h,a,r,a,g,p,u,r,",",m,a,h,e,s,h,t,a,l,a,",",s,o,u,t
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,h,a,t,p,a,r,a,",",b,a,l,l,y,",",b,h,a,t,p,a,r,a,",",m,a,l,d,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,o,p,a,l,p,u,r,",",r,a
,,,,,,,,,,,,o,l,",",b,e,r,h,a,m,p,o,r,e,",",s,i,l,i,g,u,r,i,",",m,a,h,e,s,h,t,a,l,a,",",b,e,r,h,a,m,p,o,r,e,",",m,a,l
,,,,,,,,,,,,b,e,r,i,a,",",g,o,p,a,l,p,u,r,",",n,o,r,t,h, ,d,u,m, ,d,u,m,",",b,i,d,h,a,n,n,a,g,a,r,",",n,a,i,h,a,t,i
,,b,i,d,h,a,n,n,a,g,a,r,",",b,a,r,d,h,a,m,a,n,",",h,a,l,d,i,a,",",b,a,r,a,s,a,t,",",m,a,l,d,a,",",k,h,a,r,a,g,p,u,r,",",r,a,i,g,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,s,a,n,s,o,l,",",c,h,i,n,s,u,r,a,h,",",m,a,l,d,a,",",k,o,l
,,,,,,,,,,,,,,,,b,a,r,d,h,a,m,a,n,",",s,e,r,a,m,p,o,r,e,",",g,o,p,a,l,p,u,r,",",k,h,a,r,a,g,p,u,r,",",d,u,r,g,a
,,,,,,,,,,,,,a,",",s,i,l,i,g,u,r,i,",",b,e,r,h,a,m,p,o,r,e,",",m,a,h,e,s,h,t,a,l,a,",",b,a,r,a,n,a,g,a,r,",",d,u,r,g
,,,,,,,,,,,,,,,,,,,,,a,t,i,",",m,a,h,e,s,h,t,a,l,a,",",k,h,a,r,a,g,p,u,r,",",s,e,r,a,m,p,o,r,e,",",r,a,j,p
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,s,a,n,s,o,l,",",s,e,r,a,m,p,o,r,e,",",p,a,n,i,h,a,t,i,",",b,a,l,l,y
,,,,,,,,,r,a,j,p,u,r, ,s,o,n,a,r,p,u,r,",",h,o,w,r,a,h,",",c,h,i,n,s,u,r,a,h,",",n,a,i,h,a,t,i,",",n,a,i,h,a,t,i,",",m,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,e,r,a,m,p,o,r,e,",",b
,,,,,,,,,,,,,,,,,,,,,,,i,n,s,u,r,a,h,",",m,i,d,n,a,p,o,r,e,",",m,a,d,h,y,a,m,g,r,a,m,",",b,h,a,t,p,a,r
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,l,u,b,e,r
,,,,,,,,,,,,,,,,,,,,e,s,h,t,a,l,a,",",k,u,l,t,i,",",b,a,l,l,y,",",c,h,i,n,s,u,r,a,h,",",b,e,r,h,a,m,p,o,r,e
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,a,r,d,h,a,m,a,n,",",m,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,o,p,a,l,p
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,a,j,p,u,r, ,s,o,n,a,r,p,u,r,",",d,u
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,a,r,a,n,a,g,a,r,",",m,a,l,d,a,",",m,a,h,e
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,n,a,g,a,r,",",b,i,d,h,a,n,n,a,g,a,r,",",r,a,i,g,a,n,j,",",b,a,l
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,a,r,a,s,a,t,",",b,a,r,d,h,a,m,a,n,",",d,u,r
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,s,a,n,s,o,l,",",k,h,a,r,a,g,p,u,r,",",r,a,j,p,u,r, ,s,o,n,a,r
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,a,l,d,a,",",b,a,r,d,h,a,m,a,n,",",k,o,l,k,a,t,a,",",b,h,a,t
,,,,,,,,,,,,,,,,,,,,,,,,,p,a,n,i,h,a,t,i,",",b,a,l,l,y,",",r,a,j,p,u,r, ,s,o,n,a,r,p,u,r,",",b,a,r,a
,,,,,,,,,,,,,,,,,,,,,,,,,,p,u,r,",",m,a,h,e,s,h,t,a,l,a,",",p,a,n,i,h,a,t,i,",",k,a,m,a,r,h,a,t,i,","
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,o,r,t,h, ,d,u,m, ,d,u,m,",",r,a,i,g,a,n,j,",",b,i,d,h
,,,,,,,,,,,,,,,,,,,,,,n,a,r,p,u,r,",",s,o,u,t,h, ,d,u,m, ,d,u,m,",",b,a,r,d,h,a,m,a,n,",",a,s,a,n,s,o,l
,,,,,,,,,,,,,,m,",",n,a,i,h,a,t,i,",",m,a,l,d,a,",",h,o,w,r,a,h,",",b,i,d,h,a,n,n,a,g,a,r,",",h,o,w,r,a,h,",",a,s,a,n
,,,,d,u,m,",",m,a,d,h,y,a,m,g,r,a,m,",",k,a,m,a,r,h,a,t,i,",",g,o,p,a,l,p,u,r,",",d,u,r,g,a,p,u,r,",",b,a,l,l,y,",",m,a,h,e,s,h
,,,,,,,,,,,,,,,,,,,,,,,,,,a,r,a,g,p,u,r,",",u,l,u,b,e,r,i,a,",",h,o,w,r,a,h,",",n,a,i,h,a,t,i,",",b,a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,s,a,n,s
,,,,,,,,,,,,,,,,,,,a,n,n,a,g,a,r,",",b,i,d,h,a,n,n,a,g,a,r,",",h,a,l,d,i,a,",",s,o,u,t,h, ,d,u,m, ,d,u,m,","
,,,,,,,,,,,,,,,,,,,,,b,a,r,a,s,a,t,",",k,h,a,r,a,g,p,u,r,",",b,a,r,d,h,a,m,a,n,",",k,o,l,k,a,t,a,",",s,i,l
,,,,,,,,,,,,,,,,,,,,,,,b,a,r,a,s,a,t,",",r,a,i,g,a,n,j,",",d,u,r,g,a,p,u,r,",",d,u,r,g,a,p,u,r,",",g,o,p
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,h,t,a,l,a,",",b,h,a,t,p,a,r,a,",",k,a,m,a,r,h,a,t,i,",",k,h,a,r,a,g,p,u,r,","
,,,,,,,,,c,h,i,n,s,u,r,a,h,",",n,a,i,h,a,t,i,",",b,a,r,a,n,a,g,a,r,",",h,o,w,r,a,h,",",p,a,n,i,h,a,t,i,",",u,l,u,b,e,r,i
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,m,a,d,h,y,a,m,g,r,a,m,",",b,a,l,l,y,",",u,l,u,b,e,r,i,a,",",k,u,l,t,i,",",s,o
,,,,,,,,,,,,,,,,,,,,,,,,b,a,r,a,n,a,g,a,r,",",g,o,p,a,l,p,u,r,",",n,o,r,t,h, ,d,u,m, ,d,u,m,",",k,o,l
,,,,,,,,,,,,,,,,,a,l,m,a,",",l,o,u,s,o,n,n,a,",",l,e,n,t,i,a,",",a,d, ,f,l,e,x,u,m,",",n,i,c,o,p,o,l,i,s, ,a,d
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i,s,s,a,",",b,o,n,a,m,e,s, ,",",v,e,n,t,a, ,s,i,l,u,r,u,m,",",p,o
